,SongID,Lyrics
10,Nice To Meet YaNiall Horan,"['[Verse 1]', 'I like the way you talk, I like the things you wear', 'I want your number tattooed on my arm in ink, I swear', ""'Cause when the morning comes, I know you won't be there"", 'Every time I turn around, you disappear', '', '[Verse 2]', 'I wanna blow your mind, just come with me, I swear', ""I'm gonna take you somewhere warm, you know j'adore la mer"", ""'Cause when the morning comes, I know you won't be there"", 'Every time I turn around, you disappear', '', '[Chorus]', '(I got love for you)', '(I got love for you)', 'Nice to meet ya', '(I got love for you)', '(I got love for you)', '', '[Refrain]', ""Nice to meet ya, what's your name?"", 'Let me treat ya to a drink', '', '[Verse 3]', 'I like the way you talk, I like the things you wear', 'I want your number tattooed on my arm in ink, I swear', ""'Cause when the morning comes, I know you won't be there"", 'And every time I turn around, you disappear', '', '[Chorus]', '(I got love for you)', '(I got love for you)', 'Nice to meet ya', '(I got love for you)', '(I got love for you)', '', '[Bridge]', ""One minute, you're there, the next one, you're gone"", 'Been waiting for you all night, so come on', 'You know what I need, you know what I want', 'You know what I need now', 'You know what I need now', '', '[Refrain]', ""Nice to meet ya, what's your name?"", 'Let me treat ya to a drink', '', '[Outro]', 'Nice to meet ya', '(I got love for you)', 'Where ya been?', '(I got love for you)', 'Let me treat ya', '(I got love for you)', 'To a drink', '(I got love for you)', 'Nice to meet ya']"
11,Only HumanJonas Brothers,"['[Intro: Nick Jonas]', 'Yeah, ayy', '', '[Verse 1: Joe Jonas]', ""I don't want this night to end"", 'It’s closing time, so leave with me again (Yeah)', 'You got all my love to spend, oh', ""Let's find a place where happiness begins"", '', '[Pre-Chorus: Joe Jonas]', ""We gon' dance in my living room, slave to the way you move"", 'Hurts when I’m leaving you (Ayy)', 'Just dance in the living room, love with an attitude', ""Drunk to an '80s groove (Ayy)"", ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I'm leaving you (Ayy)"", 'Dance in the living room, love with an attitude', 'Drunk', '', '[Chorus: Nick Jonas]', ""It's only human, you know that it's real"", 'So why would you fight or try to deny the way that you feel?', ""Oh, babe, you can't fool me, your body's got other plans"", 'So stop pretending you’re shy, just come on and', 'Dance, dance, dance, dance, oh', '', '[Verse 2: Nick Jonas]', 'Early morning la-la-light', 'Only getting up to close the blinds, oh', ""I’m praying you don't change your mind"", ""’Cause leaving now just don't feel right"", ""Let's do it one more time, oh babe"", '', '[Pre-Chorus: Joe Jonas]', ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I’m leaving you (Hurts when I'm leaving you)"", 'Just dance in the living room, love with an attitude', ""Drunk to an '80s groove (Ayy)"", ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I'm leaving you (Ayy)"", 'Dance in the living room, love with an attitude', 'Drunk', '', '[Chorus: Nick Jonas & Joe Jonas]', ""It's only human, you know that it's real (Know that it's real)"", 'So why would you fight or try to deny the way that you feel?', '(The way that you feel)', ""Oh, babe, you can't fool me, your body's got other plans"", ""So stop pretending you're shy, just come on and"", 'Dance, dance, dance, dance, oh', '', '[Outro: Joe Jonas & Nick Jonas]', 'Dance, oh (Woo, ayy)', 'Only human', ""It's only (-man), it's only (-man)"", 'Only human', 'Oh yeah, yeah, yeah', 'Only human', ""It's only (-man), it's only (-man)"", 'Only human']"
12,Raised On CountryChris Young,"['[Verse 1]', 'Got a little southern drawl in my talk', 'Little pickup truck on my highway', 'Got a little boot stomp in my walk', 'Little neon lighting my Friday', 'Got some Tennessee in my whiskey', 'Raise a cup up if you with me', '', '[Chorus]', 'I was raised on Merle, raised on Willie', 'Got my Honky Tonk attitude from Joe Diffie', ""Daddy did too, it's family tradition"", ""If someone cranks it up, you can't help but listen"", 'My upbringing sounds like George Strait singing', 'And I gotta give props to the radio', ""'Cause if you know me, I was raised on country"", '', '[Verse 2]', ""It's the only reason that I survived"", 'Every breakup and every party', ""It's the soundtrack to my life"", 'It runs deep in my DNA', '', '[Chorus]', 'I was raised on Merle, raised on Willie', 'Got my Honky Tonk attitude from Joe Diffie', ""Daddy did too, it's family tradition"", ""If someone cranks it up, you can't help but listen"", 'My upbringing sounds like George Strait singing', 'And I gotta give props to the radio', ""'Cause if you know me, I was raised on country"", 'I was raised on country', '', '[Bridge]', '(Raised on country music)', ""Learned a lot about living and a little 'bout love"", '(Raised on country music)', ""And you know that's something I'm so proud of"", '', '[Chorus]', 'I was raised on Merle, raised on Willie', 'Got my Honky Tonk attitude from Joe Diffie', ""Daddy did too, it's family tradition"", ""If someone cranks it up, you can't help but listen"", 'My upbringing sounds like George Strait singing', 'And I gotta give props to the radio', ""'Cause if you know me, I was raised on country"", '', '[Outro]', '(Raised on country music)', 'Yeah, I was raised on country', '(Raised on country music)', 'Raised on country', '(Raised on country music)']"
13,Some Of ItEric Church,"['[Verse 1]', ""Beer don't keep"", 'Love’s not cheap', ""And trucks don't wreck themselves"", ""Mama ain't a shrink"", ""Daddy ain't a bank"", ""And God ain't a wishin' well"", ""Money ain't rich"", 'Everybody sins', 'And nobody wins in a fight', 'And sometimes wrong is right', '', '[Chorus]', 'Some of it you learn the hard way', 'Some of it you read on a page', 'Some of it comes from heartbreak', 'Most of it comes with age', 'And none of it ever comes easy', ""A bunch of it you maybe can't use"", ""I know I don't probably know what I think I do"", ""But there's something to some of it"", '', '[Verse 2]', 'Girls like to laugh', ""Tears don't last"", ""And scared's what praying's for"", ""If it's close, swing the bat"", ""Everybody's gotta past"", ""And love's worth living for"", 'When you dance, hold her close', ""'Til it breaks, go for broke"", 'Be the first to reach for her hand', ""No, you don't get to do some things again"", '', '[Chorus]', 'Some of it you learn the hard way', 'Some of it you read on a page', 'Some of it comes from heartbreak', 'Most of it comes with age', 'And none of it ever comes easy', ""A bunch of it you maybe can't use"", ""I know I don't probably know what I think I do"", ""But there's something to some of it"", '', '[Bridge]', 'When you can take it slow', ""'Cause time sure won't"", 'What really makes you a man', ""Is being true to her 'til your glass runs out of sand"", '', '[Chorus]', 'Some of it you learn the hard way', 'Some of it you read on a page', 'Some of it comes from heartbreak', 'Most of it comes with age', 'And none of it ever comes easy', ""A bunch of it you maybe can't use"", ""I know I don't probably know what I think I do"", ""But there's something to some of it"", 'Some of it']"
14,Love SomeoneBrett Eldredge,"['[Verse 1]', 'Oh baby, would you look right there', 'The way the sun is hitting your hair', 'The way the world just stopped right here', 'In mid-air, I don’t ever wanna move', '', '[Verse 2]', 'You put the cool in the breeze', 'You put the weak here in the knees', 'You put me right where I’m supposed to be', 'In your blue-eyed sea', 'And I wanna sail away', '', '[Chorus]', ""'Cause when I wake up in the middle of the night"", 'You’re holding me so tight', '[?] my, oh, my', 'Sure feels good to love someone', 'When you laugh at the way I dance', 'When you smile when you hold my hand', 'I look at you and I understand', 'Sure feels good to love someone', '', '[Verse 3]', 'You knock me out kiss by kiss', 'I need you baby, sip by sip', 'Sit back and let me drink you in', 'I’m falling for you', 'Over and over and over again', '', '[Chorus]', 'When I wake up in the middle of the night', 'You’re holding me so tight', '[?] my mind', 'Sure feels good to love someone', 'When you laugh at the way I dance', 'When you smile when you hold my hand', 'I look at you and I understand', 'Sure feels good to love someone', '', '[Bridge]', 'Everywhere I want to go and', 'Everywhere I want to be at', 'Everywhere I’ve ever been', 'Everything I’ll ever need', 'Is sitting right here next to me', '', '[Chorus]', 'When I wake up in the middle of the night', 'You’re holding me so tight', '[?] my mind', 'Sure feels good to love someone', 'When you laugh at the way I dance', 'When you smile when you hold my hand', 'I look at you and I understand', 'Sure feels good to love someone']"
15,Eyes On YouChase Rice,"['[Verse 1]', ""We've been to both Carolinas"", 'Seen a big Montana sky', 'Driven up and down a coast a few times', 'London, Paris, paradise', ""But ain't got much memory of the scenes"", 'Come to think, I miss them all', ""And damn, babe, it's all your fault"", '', '[Chorus]', 'No matter where we go', 'No matter what we do', ""If you're there, girl, I've got my eyes on you"", ""Don't matter where we've been"", ""No, there ain't no better view"", 'Than you in my arms with my eyes on you', 'With my eyes on you (With my eyes on you, with my)', 'With my eyes on you (With my eyes on you, with my)', '', '[Verse 2]', 'Speaking of the coast, remember Pfeiffer beach?', 'You and me, that sunset, cliffs by the sea', 'And the night rolled in', ""And you still talk about that moon that I can't recall"", 'But God, I saw all I needed to', 'Might as well have stayed in the room', '', '[Chorus]', 'No matter where we go', 'No matter what we do', ""If you're there, girl, I've got my eyes on you"", ""Don't matter where we've been"", ""No, there ain't no better view"", 'Than you in my arms with my eyes on you', 'With my eyes on you, yeah (With my eyes on you, with my)', 'Yeah, with my eyes on you (With my eyes on you, with my)', '', '[Bridge]', ""Don't you remember Times Square?"", 'And people counting down everywhere', ""2000-whatever, no, I didn't care"", ""'Cause baby you were there"", ""And once again, couldn't help but stare"", '', '[Chorus]', 'No matter where we go', 'No matter what we do', ""If you're there, girl, I've got my eyes on you"", ""Don't matter where we've been"", ""No, there ain't no better view"", 'Than you in my arms with my eyes on you', 'Halfway around the world', 'Or the local corner booth', 'Yeah, you guessed it, girl', 'You know I got my eyes on you', 'We could be on any street', 'Any party, any room', ""I'll be there all night with my eyes on you"", '', '[Outro]', ""Don't matter where we've been"", ""No, there ain't no better view"", 'Than you in my arms with my eyes on you']"
16,Every Little ThingRussell Dickerson,"['[Intro]', 'Who!', 'Huh, yeah', '', '[Verse 1]', ""My baby, she's Alabama"", ""A dixie land delight, kissin' me like molasses"", 'Slow and sweet, mhm, just right', ""She's an endless August summer, yeah, sunshine 3-6-5"", 'When she forgets the punch line, it still gets me every time', '', '[Chorus]', ""'Cause I love every little, every little, every little thing about her love"", ""Just a little, just a little, just a little ain't enough"", 'Gotta get a, gotta get a, get a little more of all she does', ""I'm all hung up, 'cause I love"", 'Every little, every little, every little thing about her love', '', '[Verse 2]', ""Yeah, she's Seattle and Sonoma"", 'Runs on coffee and red wine', ""She's easy like Sunday morning and wild like Saturday night"", ""She's 24-carat goodness, an angel's all I see"", 'She dresses up for everything, but she only dress down for me', '', '[Chorus]', 'And I love every little, every little, every little thing about her love', ""Just a little, just a little, just a little ain't enough"", 'Gotta get a, gotta get a, get a little more of all she does', ""I'm all hung up, 'cause I love"", 'Every little, every little, every little thing about her love', '', '[Bridge]', 'Yeah! Who! Come on!', 'Woah, hey!', ""My baby, she's Alabama"", 'My Dixie Land delight', ""She's everybody's dream girl, but she's all mine"", '', '[Chorus]', 'And I love every little, every little, every little thing about her love', ""Just a little, just a little, just a little ain't enough"", 'Gotta get a, gotta get a, get a little more of all she does', ""I'm all hung up, 'cause I love"", 'Every little, every little, every little thing about her love', '', '[Outro]', 'About her love', 'Hey, hey, yeah', 'Who, hey, hey!', 'About her love']"
17,God Only Knowsfor KING & COUNTRY,"['[Verse 1]', ""Wide awake while the world is sound asleepin'"", ""Too afraid of what might show up while you're dreamin'"", 'Nobody, nobody, nobody sees you', 'Nobody, nobody would believe you', 'Every day you try to pick up all the pieces', 'All the memories, they somehow never leave you', 'Nobody, nobody, nobody sees you', 'Nobody, nobody would believe you', '', '[Chorus]', ""God only knows what you've been through"", 'God only knows what they say about you', ""God only knows how it's killing you"", ""But there's a kind of love that God only knows"", ""God only knows what you've been through"", 'God only knows what they say about you', 'But God only knows the real you', ""There's a kind of love that God only knows"", '', '[Post-Chorus]', ""There's a kind of love that"", ""There's a kind of love"", '', '[Verse 2]', 'You keep a cover over every single secret', 'So afraid if someone saw them, they would leave', 'But somebody, somebody, somebody sees you', 'Somebody, somebody will never leave you', '', '[Chorus]', ""God only knows what you've been through"", 'God only knows what they say about you', ""God only knows how it's killing you"", ""But there's a kind of love that God only knows"", ""God only knows what you've been through"", 'God only knows what they say about you', 'But God only knows the real you', ""There's a kind of love that God only knows"", '', '[Post-Chorus]', ""There's a kind of love that"", ""There's a kind of love"", ""There's a kind of love that"", ""There's a kind of love"", '', '[Bridge]', 'For the lonely, for the ashamed', 'The misunderstood, and the ones to blame', 'What if we could start over?', 'We could start over, we could start over', 'Oh, for the lonely, for the ashamed', 'The misunderstood, and the ones to blame', 'What if we could start over?', 'We could start over, we could start over', ""'Cause there's a kind of love that God only knows"", '', '[Chorus]', ""God only knows what you've been through"", 'God only knows what they say about you', 'God only knows the real you', ""But there's a kind of love that God only knows"", ""God only knows what you've been through"", 'God only knows what they say about you', 'But God only knows the real you', ""There's a kind of love that God only knows"", '', '[Post-Chorus]', ""There's a kind of love that"", ""There's a kind of love"", ""There's a kind of love that"", ""There's a kind of love"", '', '[Outro]', 'God only knows where to find you', 'God only knows how to break through', 'God only knows the real you', ""There's a kind of love that God only knows""]"
18,Ridin' RoadsDustin Lynch,"['[Intro]', ""Ridin' roads"", ""Ridin' roads"", '', '[Verse 1]', 'Uh, yeah', ""This town ain't got no nightclub"", ""We don't need the neon lights"", ""Girl, I got that '87 gassed up"", 'Thirty early out there in your drive', 'Got you a Bullet and a koozie, keep it ice cold', ""You take a sip 'fore we get gone"", ""Lookin' at you with your hand out the window"", ""I'm turnin' right while you're turnin' me on, yeah"", '', '[Chorus]', ""Ridin' roads that don't nobody go down"", 'A little trip through the countryside', ""These 38s makin' the world go 'round"", 'I hit a curb just to make you slide', 'The only light is a flashing yellow', 'Only thing that I want is your kiss', ""I'm lovin' nothin' to do with you, baby"", ""Just ridin' roads on a night like this"", '', '[Post-Chorus]', ""Ridin' roads"", '', '[Verse 2]', 'Out there where the moon hits the water', 'Out there where your lips hit mine', ""I don't know where we are"", ""'Cause somebody stole the street signs"", ""I'ma take my sweet time, yeah"", ""'Cause I could go on forever"", ""With you there ridin' shotgun, yeah"", ""All our friends are probably makin' plans, baby"", 'Yeah, but we already got one', ""We'll be"", '', '[Chorus]', ""Ridin' roads that don't nobody go down"", 'A little trip through the countryside', ""These 38s makin' the world go 'round"", 'I hit a curb just to make you slide', 'The only light is a flashing yellow', 'Only thing that I want is your kiss', ""I'm lovin' nothin' to do with you, baby"", ""Just ridin' roads on a night like this"", '', '[Post-Chorus]', ""Just ridin' roads on a night like this"", ""Ridin' roads"", '', '[Bridge]', 'I got one hand on the wheel', 'And I got the other tryna cross the line, line, line', 'Yeah, the way you make feel', ""I wanna keep it rollin' 'til the sunri-ri-rise"", '', '[Chorus]', ""Ridin' roads that don't nobody go down"", 'A little trip through the countryside', ""These 38s makin' the world go 'round"", 'I hit a curb just to make you slide', 'The only light is a flashing yellow', 'The only thing that I want is your kiss', ""I'm lovin' nothin' to do with you, baby"", ""Just ridin' roads on a night like this (Oh)"", '', '[Post-Chorus]', ""Just ridin' roads on a night like this (Oh)"", ""Ridin' roads""]"
19,High HopesPanic! At The Disco,"['[Intro]', 'High, high hopes', '', '[Chorus]', 'Had to have high, high hopes for a living', ""Shooting for the stars when I couldn't make a killing"", ""Didn't have a dime but I always had a vision"", 'Always had high, high hopes (High, high hopes)', 'Had to have high, high hopes for a living', ""Didn't know how but I always had a feeling"", 'I was gonna be that one in a million', 'Always had high, high hopes', '', '[Verse 1]', 'Mama said, fulfill the prophecy', 'Be something greater, go make a legacy', 'Manifest destiny, back in the days', 'We wanted everything, wanted everything', 'Mama said, burn your biographies', 'Rewrite your history, light up your wildest dreams', 'Museum victories, every day', 'We wanted everything, wanted everything', '', '[Pre-Chorus]', ""Mama said don't give up, it's a little complicated"", ""All tied up, no more love and I'd hate to see you waiting"", '', '[Chorus]', 'Had to have high, high hopes for a living', ""Shooting for the stars when I couldn't make a killing"", ""Didn't have a dime but I always had a vision"", 'Always had high, high hopes', 'Had to have high, high hopes for a living', ""Didn't know how but I always had a feeling"", 'I was gonna be that one in a million', 'Always had high, high hopes (High, high hopes)', '', '[Verse 2]', ""Mama said, it's uphill for oddities"", ""The stranger crusaders, ain't ever wannabes"", ""The weird and the novelties don't ever change"", 'We wanted everything, wanted everything (High, high hopes)', '', '[Bridge]', 'Stay up on that rise', 'Stay up on that rise and never come down, oh', 'Stay up on that rise', 'Stay up on that rise and never come down', '', '[Pre-Chorus]', ""Mama said don't give up, it's a little complicated"", ""All tied up, no more love and I'd hate to see you waiting"", ""They say it's all been done but they haven't seen the best of me-eh-eh-eh"", ""So I got one more run and it's gonna be a sight to see-eh-eh-eh"", '', '[Bridge]', 'Had to have high, high hopes for a living', ""Shooting for the stars when I couldn't make a killing"", ""Didn't have a dime but I always had a vision"", 'Always had high, high hopes (High, high hopes)', 'Had to have high, high hopes for a living', ""Didn't know how but I always had a feeling"", 'I was gonna be that one in a million', 'Always had high, high hopes (High, high hopes)', '', '[Chorus]', 'Had to have high, high hopes for a living', ""Shooting for the stars when I couldn't make a killing"", ""Didn't have a dime but I always had a vision"", 'Always had high, high hopes', 'Had to have high, high hopes for a living', ""Didn't know how but I always had a feeling"", 'I was gonna be that one in a million', 'Always had high, high hopes (High, high hopes)']"
20,RumorLee Brice,"['[Verse 1]', ""Girl you know I've known you forever"", 'How many nights we hung out together', 'Same little crowd, little bar, little town', 'Round this old dance floor', 'My boys are laughing and tap me on the shoulder', 'Making a motion like ""\'Could y\'all get any closer?""', ""They wanna know what's up why I'm still holding ya"", 'Even when the song is over', '', '[Chorus]', ""There's a rumor going round about me and you"", 'Stirring up our little town the last week or two', 'So tell me why we even trying to deny this feeling', ""I feel it, don't you feel it too?"", ""There's a rumor going round, and round, and round"", ""What d'you say we make it true?"", 'We make it true', 'Oh, we make it true', '', '[Verse 2]', ""Well I can shut 'em down, tell them all they're crazy"", 'I can do whatever you want me to do, baby', 'Or you could lay one on me right now', 'We could really give them something to talk about', '', '[Chorus]', ""There's a rumor going round about me and you"", 'Stirring up our little town the last week or two', 'So tell me why we even trying to deny this feeling', ""I feel it, don't you feel it too?"", ""There's a rumor going round, and round, and round"", ""What d'you say we make it true, baby?"", '', '[Bridge]', 'Oh be honest girl now', 'Do you want to do this or not?', 'Should we keep them talking, girl', 'Or should we just make them stop?', '', '[Chorus]', ""There's a rumor going round about me and you"", 'Stirring up our little town the last week or two', 'So tell me why we even trying to deny this feeling', 'I feel it, and you feel it too', ""There's a rumor going round, and round, and round"", ""Whatd'you say we make it-"", 'Make it true?', ""Whatd'you say we make it true?"", 'Come on over here', ""Let's really give them something to talk about, baby"", ""There's a rumor going round""]"
21,Remember You YoungThomas Rhett,"['[Verse 1]', 'Hey, buddies that I grew up with', 'All straight-laced and married up now', ""You ain't foolin' me, wasn't long ago"", 'We tore the roof off that one red light town', ""And hey, darlin', sippin' that red wine"", 'All classy, kicked back on the couch', ""You smile and I see ya shootin' tequila"", ""Us shuttin' them college bars down"", '', '[Chorus]', 'And no matter how much time goes by', 'And no matter how much we grow up', ""For worse or for better, from now 'til forever"", ""I'll always remember you young"", '', '[Verse 2]', 'And hey, babies, crawlin’ on the carpet', 'No, you won’t be that little for long', 'One day, you’ll move away, but you’re still gonna stay', 'This innocent after you’re gone', '', '[Chorus]', ""'Cause no matter how much time goes by"", 'And no matter how much you grow up', ""For worse or for better, from now 'til forever"", ""I'll always remember you young"", '', '[Post-Chorus]', 'Whoa-oh-oh, whoa-oh-oh', 'Whoa-oh-oh, oh, oh', '', '[Bridge]', 'Yeah, I hope when we get to Heaven', ""He looks at us all like we're kids"", 'Shameless and painless and perfect and ageless', 'Forgives all the wrong that we did', '', '[Chorus]', 'And no matter how much time goes by', 'I hope we never have to grow up', ""We'll say for worse or for better, from now 'til forever"", ""I'll always remember you young"", '', '[Post-Chorus]', 'Whoa-oh-oh, oh', ""I'll always remember you young""]"
22,Look What God Gave HerThomas Rhett,"['[Verse 1]', ""Don't even want the attention"", ""But yeah, that's all that she's getting"", ""Her song is on and she's spinning around, yeah"", 'She got me drunk like Corona', ""Heart racing like it's Daytona"", ""Ooh, I'm in Heaven, I swear, right now"", '', '[Pre-Chorus]', 'And those eyes can hypnotize', 'Was designed to blow my mind', '', '[Chorus]', 'Look what God gave her, how perfect He made her', ""She walks in the room, it's like He answered my prayers"", 'The way that she moves, how could anybody blame her?', ""I know she's got haters, but it ain't her fault, nah"", 'Look what God gave her', '', '[Verse 2]', ""It's like I heard angels singing"", 'Like she came down from the ceiling', 'When she walked in here this evening, I thought, yeah', 'That girl one in seven billion', 'Got everyone in here feeling', ""Like there's a fire in this building, so hot"", '', '[Pre-Chorus]', 'Got a smile on her angel face', ""I know I'll never lose my faith"", '', '[Chorus]', 'Look what God gave her, how perfect He made her', ""She walks in the room, it's like He answered my prayers"", 'The way that she moves, how could anybody blame her?', ""I know she's got haters, but it ain't her fault, nah"", 'Look what God gave her', '', '[Bridge]', 'Got that look in her eyes', 'Swear she fell right out the sky', ""Yeah, I think I've seen the light"", 'Every kiss, I could die', ""It's like the heavens opened wide"", ""Man, I swear I've seen the light"", '', '[Chorus]', 'Look what God gave her, how perfect He made her', ""She walks in the room, it's like He answered my prayers"", 'The way that she moves, how could anybody blame her?', ""I know she's got haters, but it ain't her fault, nah"", 'Look what God gave her', '', '[Post-Chorus]', 'Ooh, ooh', 'Ooh, look what God gave her (Look what God gave her)', 'Ooh, ooh', 'Oh yeah, look what God gave her']"
23,Sunny Came HomeShawn Colvin,"['[Verse 1]', 'Sunny came home to her favorite room', 'Sunny sat down in the kitchen', 'She opened a book and a box of tools', 'Sunny came home with a mission', '', '[Chorus]', 'She says days go by', ""I'm hypnotized"", ""I'm walking on a wire"", 'I close my eyes and fly out of my mind', 'Into the fire', '', '[Verse 2]', 'Sunny came home with a list of names', ""She didn't believe in transcendence"", ""It's time for a few small repairs she said"", 'Sunny came home with a vengeance', '', '[Chorus]', 'She says days go by', ""I don't know why"", ""I'm walking on a wire"", 'I close my eyes and fly out of my mind', 'Into the fire', '', '[Bridge]', 'Get the kids and bring a sweater', 'Dry is good and wind is better', 'Count the years, you always knew it', 'Strike a match, go on and do it', '', '[Chorus]', 'Oh days go by', ""I'm hypnotized"", ""I'm walking on a wire"", 'I close my eyes and fly out of my mind', 'Into the fire', '', '[Outro]', 'Oh light the sky and hold on tight', 'The world is burning down', ""She's out there on her own and she's alright"", 'Sunny came home', 'Sunny came home']"
24,MemoriesMaroon 5,"['[Chorus]', ""Here's to the ones that we got"", ""Cheers to the wish you were here, but you're\u2005not"", ""'Cause\u2005the drinks bring\u2005back all the memories"", ""Of everything we've\u2005been through"", 'Toast to the ones here today', 'Toast to the ones that we lost on the way', ""'Cause the drinks bring back all the memories"", 'And the memories bring back, memories bring back you', '', '[Verse 1]', ""There's a time that I remember, when I did not know no pain"", 'When I believed in forever, and everything would stay the same', 'Now my heart feel like December when somebody say your name', ""'Cause I can't reach out to call you, but I know I will one day, yeah"", '', '[Pre-Chorus]', 'Everybody hurts sometimes', 'Everybody hurts someday, ayy-ayy', ""But everything gon' be alright"", 'Go and raise a glass and say, ayy', '', '[Chorus]', ""Here's to the ones that we got"", ""Cheers to the wish you were here, but you're not"", ""'Cause the drinks bring back all the memories"", ""Of everything we've been through"", 'Toast to the ones here today', 'Toast to the ones that we lost on the way', ""'Cause the drinks bring back all the memories"", 'And the memories bring back, memories bring back you', '', '[Post-Chorus]', 'Doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo', 'Memories bring back, memories bring back you', '', '[Verse 2]', ""There's a time that I remember when I never felt so lost"", 'When I felt all of the hatred was too powerful to stop (Ooh, yeah)', ""Now my heart feel like an ember and it's lighting up the dark"", ""I'll carry these torches for ya that you know I'll never drop, yeah"", '', '[Pre-Chorus]', 'Everybody hurts sometimes', 'Everybody hurts someday, ayy-ayy', ""But everything gon' be alright"", 'Go and raise a glass and say, ayy', '', '[Chorus]', ""Here's to the ones that we got (Oh-oh)"", ""Cheers to the wish you were here, but you're not"", ""'Cause the drinks bring back all the memories"", ""Of everything we've been through (No, no)"", 'Toast to the ones here today (Ayy)', 'Toast to the ones that we lost on the way', ""'Cause the drinks bring back all the memories (Ayy)"", 'And the memories bring back, memories bring back you', '', '[Post-Chorus]', 'Doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo', 'Memories bring back, memories bring back you', 'Doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo-doo', 'Doo-doo-doo-doo, doo-doo-doo (Ooh, yeah)', 'Memories bring back, memories bring back you', '', '[Outro]', 'Yeah, yeah, yeah', 'Yeah, yeah, yeah, yeah, yeah, no, no', 'Memories bring back, memories bring back you']"
